Name of Survey,Title,Doses,Subject,Text,Input type,Input type 2,Minimum,Maximum,Media,Items,ImageFramed,Timeout,ShowButtons,Answer,Notes or questions,Variable name,Conditions,Input Name (if you want to save it),CanBeFavorited
Lemon Exercise,Lemon Exercise,1,Dose,"The purpose of this quick exercise is to demonstrate what imagination-based thinking is. You will imagine what seeing, touching, and smelling a lemon is like. Please imagine this as if you are really experiencing it.",,,,,,,TRUE,,,,,,,,
Lemon Exercise,Lemon Exercise,1,Dose,"In this exercise—and throughout the training program—please remember to imagine what is happening through your own eyes, similar to the picture on the left. This is more effective than viewing the situation as an outside observer, like the picture on the right.",,,,,https://github.com/TeachmanLab/MindtrailsMobile_Resources/raw/main/HTC/protocols/protocol1/media/images/lemon/pic1.jpeg,,TRUE,2,AfterTimeout,,,,,,
Lemon Exercise,Lemon Exercise,1,Dose,"Okay...let's begin! Imagine you are holding the lemon in your right hand, and you can feel its shape and its weight.",,,,,https://github.com/TeachmanLab/MindtrailsMobile_Resources/raw/main/HTC/protocols/protocol1/media/images/lemon/pic2.jpeg,,TRUE,2,AfterTimeout,,,,,,
Lemon Exercise,Lemon Exercise,1,Dose,"Now imagine you are shining a light on the lemon, and you can see the waxy and lumpy texture of the yellow skin.",,,,,https://github.com/TeachmanLab/MindtrailsMobile_Resources/raw/main/HTC/protocols/protocol1/media/images/lemon/pic3.jpeg,,TRUE,2,AfterTimeout,,,,,,
Lemon Exercise,Lemon Exercise,1,Dose,"Now imagine that you scratch the skin with your fingernail, then you bring the lemon up to your nose, and you can smell the fresh zesty juice from the skin.",,,,,https://github.com/TeachmanLab/MindtrailsMobile_Resources/raw/main/HTC/protocols/protocol1/media/images/lemon/pic4.jpeg,,TRUE,2,AfterTimeout,,,,,,
Lemon Exercise,Lemon Exercise,1,Dose,"Now imagine that you cut the lemon in half, and you bring one half of it up for a closer look. You can see the juicy flesh in the shape of segments that look like a wagon wheel.",,,,,https://github.com/TeachmanLab/MindtrailsMobile_Resources/raw/main/HTC/protocols/protocol1/media/images/lemon/pic5.jpeg,,TRUE,2,AfterTimeout,,,,,,
Lemon Exercise,Lemon Exercise,1,Dose,"Now imagine that you squeeze the lemon and some of the juice squirts right into your eyes, and it is really stinging, making your eyes water.",,,,,https://github.com/TeachmanLab/MindtrailsMobile_Resources/raw/main/HTC/protocols/protocol1/media/images/lemon/pic6.jpeg,,TRUE,2,AfterTimeout,,,,,,
Lemon Exercise,Lemon Exercise,1,Dose,That was the Lemon Exercise! Don't worry if you didn't experience all of the sensations strongly. This is completely normal.,,,,,https://github.com/TeachmanLab/MindtrailsMobile_Resources/raw/main/HTC/protocols/protocol1/media/images/lemon/pic7.jpeg,,TRUE,,,,,,,,
Anxious imagery prime,Anxious imagery prime,1,Dose,"In this exercise, please think of an UPCOMING situation that you expect will make you feel anxious, worried, or scared. Pick a situation that you worry might go badly, or that you expect will evoke symptoms related to anxiety (e.g., racing heart, sweating). Any situation that will make you feel quite anxious or scared will work, as long as it is a situation that is likely to actually happen.",,,,,,,,,,,,,,,
Anxious imagery prime,Anxious imagery prime,1,Dose,Please describe the situation in a few words:,Entry,,,,,,,,,,,,,entry_anxious_imagery,
Anxious imagery prime,Anxious imagery prime,1,Dose,"Please imagine the situation as vividly as possible (i.e., so that it feels very real). Try to imagine you are actually in the situation. Play out the specific parts of the situation in your head. Try to imagine using all your senses while you think about this situation. Think about the things you would see, hear, and smell if you were really in that situation. Think about the kinds of things you would think or feel if you were actually there.",,,,,,,,,,,,,,,
Anxious imagery prime,Anxious imagery prime,1,Dose,Play this situation in your head for the next 20 seconds. \n\nThe screen will change in 20 seconds.,,,,,,,,20,Never,,,,,,
Anxious imagery prime,Anxious imagery prime,1,Dose,How anxious did you feel (at the highest level of anxiety) as you completed the imagery task? Press on the bar to see the slider. \n\n0 = Absolutely no anxiety. \n\n10 = Totally anxious.,Slider,,0,10,,Prefer not to answer,,,,,,,,imagery_anxiety,
Anxious imagery prime,Anxious imagery prime,1,Dose,How vividly did you imagine the situation?,Buttons,,,,,Not at all vivid; Somewhat vivid; Moderately vivid; Very vivid; Totally vivid; ^Prefer not to answer,,,,,,,,imagery_vivid,
Anxious imagery prime,Anxious imagery prime,1,Dose,How likely is it that the situation or task will turn out well versus turn out badly?,Buttons,,,,,Very likely to turn out well; Somewhat likely to turn out well; Neutral; Somewhat likely to turn out badly; Very likely to turn out badly; ^Prefer not to answer,,,,,,,,imagery_well,
Anxious imagery prime,Anxious imagery prime,1,Dose,"If this situation did turn out badly, how well or badly would you be able to handle it?",Buttons,,,,,Very well; Somewhat well; Neutral; Somewhat badly; Very badly; ^Prefer not to answer,,,,,,,,imagery_handling,
Practice CBM-I,Practice CBM-I,1,Dose,,,,,,,,,,,,,,,,
Comprehension / Engagement,Comprehension / Engagement,1,Dose,What are you hoping to get out of the Mindtrails program? Select all that apply.,Checkbox,,,,,"I want to think more flexibly and less negatively.; I want to be able to manage stressful situations more effectively.; I want to reduce my stress and/or anxiety.; I want to practice skills I’ve learned or am currently learning from a mental healthcare provider.; I want to maintain the gains I’ve made during mental health treatment.; I want to avoid a return of anxiety and/or stress I’ve experienced in the past.; !Other, please describe:
",,,,,specify other,,,gain_from_HTC,
Great Job,Great Job,1,Dose,"Great job! We hope that this brief training helped clarify the purpose of these short stories and what you might be able to get out of Mindtrails. Moving forward, you’ll be able to choose areas of life that are causing the most stress so that the stories you read will be more relevant to you. During future sessions, you will also receive tips that are designed to help you manage your emotions, connect with resources at UVA, and apply what you learn from the short stories to your own life.",,,,,,,,,,,,,,,
Great Job,Great Job,1,Dose,"For the next 6 weeks, you will receive notifications prompting you to open the app to complete activities and surveys. We hope that you will use the app 1-2 times daily, but we understand that life can get in the way and that you may need to skip some sessions. That’s okay, but just remember that the program only lasts for 6 weeks. You will also be able to access the contents of the app (activities, resources, etc.) at any time by visiting the on-demand library from the homepage.",,,,,,,,,,,,,,,
Great Job,Great Job,1,Dose,Still have questions? Contact the team at HoosThinkCalmly@gmail.com! We would be happy to schedule a Zoom call to address any questions or concerns you may have.,,,,,,,,,,,,,,,
EOD,Nightly Survey,All,EOD,"Overall, today I felt…\n\n1 = Very bad/negative\n\n7 = Very good/positive",Slider,,1,7,,,,,,,,,,EOD_mood,
EOD,Nightly Survey,All,EOD,I was able to think about stressful or upsetting situations in a new or different way today.\n\n1 = Not at all true\n\n7 = Very true,Slider,,1,7,,,,,,,,,,EOD_thinking,
EOD,Nightly Survey,All,EOD,I was able to manage my emotions today.\n\n1 = Not at all effectively\n\n7 = Very effectively,Slider,,1,7,,,,,,,,,,EOD_emotions,
EOD,Nightly Survey,All,EOD,"You are encouraged to complete 2 short Mindtrails programs tomorrow. Thinking ahead to your day tomorrow, are there specific times you would like to receive a notification to complete a ~5 minute program to help manage a stressful or upsetting situation?",Scheduler,,,,,,,,,,,,,,
Pre-session Check in,Pre-session Check in,All,BeforeDomain,"Right now, I am feeling…\n\n1 = Very bad/negative\n\n7 = Very good/positive",Slider,,1,7,,,,,,,,StressLevel,,pre-EMA,
Lemon Exercise - Abbreviated,Lemon Exercise,All,BeforeDomain,Really try to imagine yourself in the upcoming situations as vividly as possible.,,,,,https://github.com/TeachmanLab/MindtrailsMobile_Resources/raw/main/HTC/protocols/protocol1/media/images/lemon/pic3.jpeg,,,,,,,,,,
Anxious imagery prime,Anxious imagery prime,All,BeforeDomain,"In this exercise, please think of an UPCOMING situation that you expect will make you feel anxious, worried, or scared. Pick a situation that you worry might go badly, or that you expect will evoke symptoms related to anxiety (e.g., racing heart, sweating). Any situation that will make you feel quite anxious or scared will work, as long as it is a situation that is likely to actually happen.",,,,,,,,,,,,,"StressLevel; 6, 7",,
Anxious imagery prime,Anxious imagery prime,All,BeforeDomain,Please describe the situation in a few words:,Entry,,,,,,,,,,,,"StressLevel; 6, 7",entry_anxious_imagery,
Anxious imagery prime,Anxious imagery prime,All,BeforeDomain,"Please imagine the situation as vividly as possible (i.e., so that it feels very real). Try to imagine you are actually in the situation. Play out the specific parts of the situation in your head. Try to imagine using all your senses while you think about this situation. Think about the things you would see, hear, and smell if you were really in that situation. Think about the kinds of things you would think or feel if you were actually there.",,,,,,,,,,,,,"StressLevel; 6, 7",,
Anxious imagery prime,Anxious imagery prime,All,BeforeDomain,Play this situation in your head for the next 20 seconds. \n\nThe screen will change in 20 seconds.,,,,,,,,20,Never,,,,"StressLevel; 6, 7",,
Anxious imagery prime,Anxious imagery prime,All,BeforeDomain,How anxious did you feel (at the highest level of anxiety) as you completed the imagery task? Press on the bar to see the slider.\n\n0 = Absolutely no anxiety. \n\n10 = Totally anxious.,Slider,,0,10,,Prefer not to answer,,,,,,,"StressLevel; 6, 7",imagery_anxiety,
Anxious imagery prime,Anxious imagery prime,All,BeforeDomain,How vividly did you imagine the situation?,Buttons,,,,,Not at all vivid; Somewhat vivid; Moderately vivid; Very vivid; Totally vivid; Prefer not to answer,,,,,,,"StressLevel; 6, 7",imagery_vivid,
Anxious imagery prime,Anxious imagery prime,All,BeforeDomain,How likely is it that the situation or task will turn out well versus turn out badly?,Buttons,,,,,Very likely to turn out well; Somewhat likely to turn out well; Neutral; Somewhat likely to turn out badly; Very likely to turn out badly; Prefer not to answer,,,,,,,"StressLevel; 6, 7",imagery_well,
Anxious imagery prime,Anxious imagery prime,All,BeforeDomain,"If this situation did turn out badly, how well or badly would you be able to handle it?",Buttons,,,,,Very well; Somewhat well; Neutral; Somewhat badly; Very badly; Prefer not to answer,,,,,,,"StressLevel; 6, 7",imagery_handling,
Reminder for favorites,Reminder for favorites,All,BeforeDomain,"Remember that you can add any stories, tips, and resources to your Favorites by clicking the star at the top right corner of the screen!",,,,,,,,,,,,,,,
Post-session check-in,Post-session check-in,All,AfterDomain,"Right now, I am feeling…\n\n1 = Very bad/negative\n\n7 = Very good/positive",Slider,,1,7,,,,,,,,,,post-EMA-1,
Post-session check-in,Post-session check-in,All,AfterDomain,The program helped me think about a stressful or upsetting situation in a new or different way\n\n1 = Not at all true\n\n7 = Very true,Slider,,1,7,,,,,,,,,,post-EMA-2,
Post-session check-in,Post-session check-in,All,AfterDomain,"With the program, I am able to manage my current feelings...\n\n1 = Not at all effectively\n\n7 = Very effectively",Slider,,1,7,,,,,,,,,,post-EMA-3,
Great job,Great job,All,AfterDomain,Thanks and great job - we’ll see you next time!,,,,,,,,,,,,,,,
Anxiety Scale,Anxiety Scale,All,Biweekly,"In the past week, how often have you felt anxious?",Buttons,,,,,No anxiety in the past week; Infrequent anxiety. Felt anxious a few times.; Occasional anxiety. Felt anxious as much of the time as not. It was hard to relax.; Frequent anxiety. Felt anxious most of the time. It was very difficult to relax.; Constant anxiety. Felt anxious all of the time and never really relaxed.; ^Prefer not to answer,,,,,,,,biweekly_days_anxious,
Anxiety Scale,Anxiety Scale,All,Biweekly,"In the past week, when you have felt anxious, how intense or severe was your anxiety?",Buttons,,,,,"Little or None: Anxiety was absent or barely noticeable.; Mild: Anxiety was at a low level. It was possible to relax when I tried. Physical symptoms were only slightly uncomfortable.; Moderate: Anxiety was distressing at times. It was hard to relax or concentrate, but I could do it if I tried. Physical symptoms were uncomfortable.; Severe: Anxiety was intense much of the time. It was very difficult to relax or focus on anything else. Physical symptoms were uncomfortable.; Extreme: Anxiety was overwhelming. It was impossible to relax at all. Physical symptoms were unbearable.; ^Prefer not to answer",,,,,,,,biweekly_intensity_anxiety,
Anxiety Scale,Anxiety Scale,All,Biweekly,"In the past week, how often did you avoid situations, places, objects, or activities because of anxiety or fear?",Buttons,,,,,"None: I do not avoid places, situations, activities, or things because of fear.; Infrequent: I avoid something once in a while, but will usually face the situation or confront the object. My lifestyle is not affected.; Occasional: I have some fear of certain situations, places, or objects, but it is still manageable. My lifestyle has only changed in minor ways. I always or almost always avoid the things I fear when I'm alone, but can handle them if someone comes with me.; Frequent: I have considerable fear and really try to avoid the things that frighten me. I have made significant changes in my lifestyle to avoid the object, situation, activity, or place.; All the time: Avoiding objects, situations, or places has taken over my life. My lifestyle has been extensively affected and I no longer do the things that I used to enjoy.; ^Prefer not to answer",,,,,,,,biweekly_avoid,
Anxiety Scale,Anxiety Scale,All,Biweekly,"In the past week, how much did your anxiety interfere with your ability to do the things you needed to do at work, at school, or at home?",Buttons,,,,,"None: No interference at work/home/school from anxiety; Mild: My anxiety has caused some interference at work/home/school. Things are more difficult, but everything that needs to be done is still getting done.; Moderate: My anxiety definitely interferes with tasks. Most things are still getting done, but few things are being done as  well as in the past.; Severe: My anxiety has really changed by ability to get things done. Some tasks are still being done, but many things are  not. My performance has definitely suffered.; Extreme: My anxiety has become incapacitating. I am unable to complete tasks and have had to leave school, have quit or  been fired from my job, or have been unable to complete tasks at home and have faced consequences like bill collectors,  eviction, etc.; ^Prefer not to answer",,,,,,,,biweekly_interfere_work,
Anxiety Scale,Anxiety Scale,All,Biweekly,"In the past week, how much did your anxiety interfere with your social life and relationships?",Buttons,,,,,"None: My anxiety doesn’t affect my relationships.; Mild: My anxiety slightly interferes with my relationships. Some of my friendships and other relationships have suffered, but, overall, my social life is still fulfilling.; Moderate: I have experienced some interference with my social life, but I still have a few close relationships. I don’t spend as much time with others as in the past, but I still socialize sometimes.; Severe: My friendships and other relationships have suffered a lot because of anxiety. I do not enjoy social activities. I socialize very little.; Extreme: My anxiety has completely disrupted my social activities. All of my relationships have suffered or ended. My family life is extremely strained.; ^Prefer not to answer",,,,,,,,biweekly_interfere_social,
Sadness scale,Sadness scale,All,Biweekly,"Over the past 2 weeks, how often have you been bothered by any of the following problems:\n\nLittle interest or pleasure in doing things.",Buttons,,,,,Not at all; Several days; More than half the days; Nearly every day; ^Prefer not to answer,,,,,,,,biweekly_interest,
Sadness scale,Sadness scale,All,Biweekly,"Over the past 2 weeks, how often have you been bothered by any of the following problems:\n\nFeeling down, depressed, or hopeless.",Buttons,,,,,Not at all; Several days; More than half the days; Nearly every day; ^Prefer not to answer,,,,,,,,biweekly_depressed,
Stress scale,Stress scale,All,Biweekly,"In the last month, how often have you felt that you were unable to control the important things in your life?",Buttons,,,,,Never; Almost Never; Sometimes; Fairly Often; Very Often,,,,,,,,biweekly_control,
Stress scale,Stress scale,All,Biweekly,"In the last month, how often have you felt confident about your ability to handle your personal problems?",Buttons,,,,,Never; Almost Never; Sometimes; Fairly Often; Very Often,,,,,,,,biweekly_personal,
Stress scale,Stress scale,All,Biweekly,"In the last month, how often have you felt that things were going your way?",Buttons,,,,,Never; Almost Never; Sometimes; Fairly Often; Very Often,,,,,,,,biweekly_way,
Stress scale,Stress scale,All,Biweekly,"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?",Buttons,,,,,Never; Almost Never; Sometimes; Fairly Often; Very Often,,,,,,,,biweekly_difficulties,
Interpretation Bias Measures,A Brief Exercise,All,Biweekly,"In this brief exercise, you will read several short stories.\n\nPlease read each one carefully and try to imagine yourself in the situation.\n\nThe last word of each story is incomplete. Click on the missing letter to complete the word.\n\nAfter you correctly complete the word, you will be asked a question about the story. Answer the question based on the information in the story.",,,,,,,,,,,,,,,
Interpretation Bias Measures,The Elevator,All,Biweekly,You are in the lobby of your friend’s new apartment building.  You press the button to the elevator to go up. The building looks old. As you get on the elevator you think about its...,Puzzle,,,,,safety,,,,,,,,IBM_elevator_puzzle,
Interpretation Bias Measures,The Elevator,All,Biweekly,Did you think about the elevator’s safety?,Buttons,,,,,Yes; No,,,,Yes,,,,IBM_elevator,
Interpretation Bias Measures,The Wedding Reception,All,Biweekly,"Your friend asks you to give a speech at her wedding reception. You prepare some remarks and when the time comes, get to your feet. As you speak, you notice some people in the audience start to...",Puzzle,,,,,laugh,,,,,,,,IBM_wedding_puzzle,
Interpretation Bias Measures,The Wedding Reception,All,Biweekly,Does the audience laugh when you speak?,Buttons,,,,,Yes; No,,,,Yes,,,,IBM_wedding,
Interpretation Bias Measures,The Job,All,Biweekly,"You are currently working as a contractor for a company. Once this job is finished, you will be without employment until you can find your next job. You think about not having an income for a few weeks and about your future...",Puzzle,,,,,finances,,,,,,,,IBM_job_puzzle,
Interpretation Bias Measures,The Job,All,Biweekly,Will you be without an income soon?,Buttons,,,,,Yes; No,,,,Yes,,,,IBM_job,
Interpretation Bias Measures,The Loud Noise,All,Biweekly,You are woken up in the middle of the night by a loud noise. You are not sure what caused the noise and leave your bedroom to see what happened. You walk...,Puzzle,,,,,downstairs,,,,,,,,IBM_noise_puzzle,
Interpretation Bias Measures,The Loud Noise,All,Biweekly,Have you been woken up in the middle of the night?,Buttons,,,,,Yes; No,,,,Yes,,,,IBM_noise,
Interpretation Bias Measures,Meeting a Friend,All,Biweekly,"In the street you bump into an old friend you haven't seen for a long time. She is too busy to stop, so you arrange to meet later in a bar. You arrive a little late but the bar is empty and a few minutes later she is still not...",Puzzle,,,,,there,,,,,,,,IBM_friend_puzzle,
Interpretation Bias Measures,Meeting a Friend,All,Biweekly,Did your friend stop?,Buttons,,,,,Yes; No,,,,No,,,,IBM_friend,
Interpretation Bias Measures,The Lunch,All,Biweekly,"You are eating lunch with a friend. As you start eating your salad, you describe your plans for the weekend. You accidentally drop a piece of lettuce, and your friend looks at...",Puzzle,,,,,you,,,,,,,,IBM_lunch_puzzle,
Interpretation Bias Measures,The Lunch,All,Biweekly,Do you have salad for lunch?,Buttons,,,,,Yes; No,,,,Yes,,,,IBM_lunch,
Interpretation Bias Measures,The Scrape,All,Biweekly,"You are playing basketball with some friends. While running toward the ball, you trip and scrape your knee. The scrape hurts a bit, but does not...",Puzzle,,,,,bleed,,,,,,,,IBM_scrape_puzzle,
Interpretation Bias Measures,The Scrape,All,Biweekly,Are you playing soccer with your friend?,Buttons,,,,,Yes; No,,,,No,,,,IBM_scrape,
Interpretation Bias Measures,The Shopping Trip,All,Biweekly,"You are at the mall with your friend. While you shop, she tells you how several of her friends have recently come down with a strange illness. You think about your recent health, and wonder if you will get...",Puzzle,,,,,sick,,,,,,,,IBM_shopping_puzzle,
Interpretation Bias Measures,The Shopping Trip,All,Biweekly,Are you shopping alone?,Buttons,,,,,Yes; No,,,,No,,,,IBM_shopping,
Interpretation Bias Measures,The Blood Test,All,Biweekly,"You are at a routine doctor's appointment. At the appointment, the doctor decides to run a few blood tests to check your health. The doctor says he will call you in a few weeks, and you will find out your test results at that...",Puzzle,,,,,time,,,,,,,,IBM_blood_puzzle,
Interpretation Bias Measures,The Blood Test,All,Biweekly,Did you take blood tests?,Buttons,,,,,Yes; No,,,,Yes,,,,IBM_blood,
Interpretation Bias Measures,Some questions,All,Biweekly,"Next, you will see the titles of the nine short stories you just read. After each one, you will see four sentences. None of these sentences are identical to the original story, but some are more similar than others.\n\nThink back to the story you read, and rate how similar each sentence is to what you read in the original story. We are interested in your understanding of the original story, whether or not that matches what you would personally think or do in that situation.",,,,,,,,,,,,,,,
Interpretation Bias Measures,The Elevator,All,Biweekly,"THE ELEVATOR: The building looks old, and as you get on the elevator...\n\nYou think that the elevator will probably break down while you are on it.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_elevator_interpretation_1,
Interpretation Bias Measures,The Elevator,All,Biweekly,"THE ELEVATOR: The building looks old, and as you get on the elevator...\n\nYou think that you are going to like your friend’s new apartment.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_elevator_interpretation_2,
Interpretation Bias Measures,The Elevator,All,Biweekly,"THE ELEVATOR: The building looks old, and as you get on the elevator...\n\nYou think about how smelly the lobby is.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_elevator_interpretation_3,
Interpretation Bias Measures,The Elevator,All,Biweekly,"THE ELEVATOR: The building looks old, and as you get on the elevator...\n\nYou think that riding the elevator will be safe.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_elevator_interpretation_4,
Interpretation Bias Measures,The Wedding Reception,All,Biweekly,THE WEDDING RECEPTION: As you enter the room...\n\nPeople in the audience laugh in appreciation.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_wedding_interpretation_1,
Interpretation Bias Measures,The Wedding Reception,All,Biweekly,THE WEDDING RECEPTION: As you enter the room...\n\nYou notice a friend you were hoping to see walk into the reception.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_wedding_interpretation_2,
Interpretation Bias Measures,The Wedding Reception,All,Biweekly,THE WEDDING RECEPTION: As you enter the room...\n\nPeople in the audience find your efforts laughable.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_wedding_interpretation_3,
Interpretation Bias Measures,The Wedding Reception,All,Biweekly,THE WEDDING RECEPTION: As you enter the room...\n\nYou notice someone you do not like just walked into the reception.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_wedding_interpretation_4,
Interpretation Bias Measures,The Job,All,Biweekly,THE JOB: You think about not having an income for a few weeks...\n\nAnd know that you can rely on your savings.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_job_interpretation_1,
Interpretation Bias Measures,The Job,All,Biweekly,THE JOB: You think about not having an income for a few weeks...\n\nAnd are excited about not having to set an alarm.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_job_interpretation_2,
Interpretation Bias Measures,The Job,All,Biweekly,THE JOB: You think about not having an income for a few weeks...\n\nAnd worry about becoming broke.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_job_interpretation_3,
Interpretation Bias Measures,The Job,All,Biweekly,THE JOB: You think about not having an income for a few weeks...\n\nAnd are sad about leaving your current coworkers.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_job_interpretation_4,
Interpretation Bias Measures,The Loud Noise,All,Biweekly,"THE LOUD NOISE: As you walk downstairs...\n\nYou feel happy, and think about how lovely your house is.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_loud_interpretation_1,
Interpretation Bias Measures,The Loud Noise,All,Biweekly,"THE LOUD NOISE: As you walk downstairs...\n\nYou feel afraid, and worry that you cannot handle the fear.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_loud_interpretation_2,
Interpretation Bias Measures,The Loud Noise,All,Biweekly,"THE LOUD NOISE: As you walk downstairs...\n\nYou feel afraid, but you know that you can tolerate the feeling.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_loud_interpretation_3,
Interpretation Bias Measures,The Loud Noise,All,Biweekly,"THE LOUD NOISE: As you walk downstairs...\n\nYou feel cold, and think about how the house needs better heating.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_loud_interpretation_4,
Interpretation Bias Measures,Meeting a Friend,All,Biweekly,"MEETING A FRIEND: You arrive a little late, and...\n\nOrder your favorite snack.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_friend_interpretation_1,
Interpretation Bias Measures,Meeting a Friend,All,Biweekly,"MEETING A FRIEND: You arrive a little late, and...\n\nNotice the bar smells gross.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_friend_interpretation_2,
Interpretation Bias Measures,Meeting a Friend,All,Biweekly,"MEETING A FRIEND: You arrive a little late, and...\n\nGet a call from your friend who is on her way, but running late.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_friend_interpretation_3,
Interpretation Bias Measures,Meeting a Friend,All,Biweekly,"MEETING A FRIEND: You arrive a little late, and...\n\nThink your friend decided she did not want to see you.",Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_friend_interpretation_4,
Interpretation Bias Measures,The Lunch,All,Biweekly,THE LUNCH: Your friend looks at you...\n\nBecause she thinks you are a slob.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_lunch_interpretation_1,
Interpretation Bias Measures,The Lunch,All,Biweekly,THE LUNCH: Your friend looks at you...\n\nAnd you frown because you forgot to bring water to lunch.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_lunch_interpretation_2,
Interpretation Bias Measures,The Lunch,All,Biweekly,THE LUNCH: Your friend looks at you...\n\nBecause she is paying attention as you describe your weekend plans.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_lunch_interpretation_3,
Interpretation Bias Measures,The Lunch,All,Biweekly,THE LUNCH: Your friend looks at you...\n\nAnd you smile because your lunch tastes good.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_lunch_interpretation_4,
Interpretation Bias Measures,The Scrape,All,Biweekly,THE SCRAPE: The scrape hurts a bit...\n\nAnd you think it will probably get seriously infected.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_scrape_interpretation_1,
Interpretation Bias Measures,The Scrape,All,Biweekly,THE SCRAPE: The scrape hurts a bit...\n\nAnd you are frustrated because you tore your shorts.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_scrape_interpretation_2,
Interpretation Bias Measures,The Scrape,All,Biweekly,THE SCRAPE: The scrape hurts a bit...\n\nBut you know you will be okay.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_scrape_interpretation_3,
Interpretation Bias Measures,The Scrape,All,Biweekly,THE SCRAPE: The scrape hurts a bit...\n\nBut you are happy that you are getting exercise.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_scrape_interpretation_4,
Interpretation Bias Measures,The Shopping Trip,All,Biweekly,THE SHOPPING TRIP: You think about your recent health...\n\nAnd think you are probably coming down with the strange illness.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_shopping_interpretation_1,
Interpretation Bias Measures,The Shopping Trip,All,Biweekly,THE SHOPPING TRIP: You think about your recent health...\n\nAnd think you are unlikely to catch the strange illness.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_shopping_interpretation_2,
Interpretation Bias Measures,The Shopping Trip,All,Biweekly,THE SHOPPING TRIP: You think about your recent health...\n\nAnd smile because you enjoy shopping.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_shopping_interpretation_3,
Interpretation Bias Measures,The Shopping Trip,All,Biweekly,THE SHOPPING TRIP: You think about your recent health...\n\nAnd feel bored of shopping.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_shopping_interpretation_4,
Interpretation Bias Measures,The Blood Test,All,Biweekly,THE BLOOD TEST: The doctor says he will call you in a few weeks...\n\nAnd you think about how nice your doctor is.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_blood_interpretation_1,
Interpretation Bias Measures,The Blood Test,All,Biweekly,THE BLOOD TEST: The doctor says he will call you in a few weeks...\n\nAnd you are annoyed because your doctor is not very friendly.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_blood_interpretation_2,
Interpretation Bias Measures,The Blood Test,All,Biweekly,THE BLOOD TEST: The doctor says he will call you in a few weeks...\n\nAnd you think that you will not be able to stand your anxiety while you wait.,Buttons,,,,,Very different; Different; Similar; Very similar; Prefer not to answer,,,,,,,,IBM_blood_interpretation_3,
